"Phrases"
"also regret"
"regret able"
"able implement"
"implement recommendations"
"recommendations task"
"task force"
"force honor"
"honor code"
"code code"
"code nonacademic"
"nonacademic conduct"
"conduct view"
"view critical"
"critical strengthening"
"strengthening sense"
"sense community"
"community well"
"well personal"
"personal accountability"
"accountability responsibility"
"responsibility prior"
"prior arrival"
"arrival university"
"university hill"
"hill spent"
"spent eight"
"eight years"
"years haverford"
"haverford collegefour"
"collegefour associate"
"associate dean"
"dean college"
"college director"
"director minority"
"minority affairs"
"affairs four"
"four dean"
"dean college"
"college learned"
"learned true"
"true meaning"
"meaning trust"
"trust essential"
"essential element"
"element learning"
"learning community"
"community hill"
"hill said"
"said mean"
"mean learned"
"learned order"
"order fully"
"fully participate"
"participate life"
"life community"
"community must"
"must trust"
"trust around"
"around even"
"even disagree"
"disagree views"
"views beliefs"
"beliefs returned"
"returned spelman"
"spelman college"
"college alma"
"alma mater"
"mater assumed"
"assumed position"
"position vice"
"vice president"
"president student"
"student affairs"
"affairs four"
"four years"
"years followed"
"followed sixyear"
"sixyear term"
"term academic"
"academic dean"
"dean spelman"
"spelman opportunity"
"opportunity collaborate"
"collaborate others"
"others strengthen"
"strengthen curriculum"
"curriculum improve"
"improve campus"
"campus environment"
"environment learn"
"learn lot"
"lot leadership"
"leadership one"
"one americas"
"americas great"
"great educators"
"educators leaders"
"leaders johnnetta"
"johnnetta cole"
"cole hill"
"hill said"
"said hill"
"hill left"
"left spelman"
"spelman wesleyan"
"wesleyan potential"
"potential location"
"location next"
"next move"
"move attracted"
"attracted wesleyan"
"wesleyan statement"
"statement liberal"
"liberal learning"
"learning believe"
"believe learning"
"learning education"
"education liberating"
"liberating empowering"
"empowering said"
"said statement"
"statement liberal"
"liberal learning"
"learning resonated"
"resonated beliefs"
"beliefs said"
"said oh"
"oh yes"
"yes learning"
"learning community"
"community like"
"like join"
"join according"
"according surveys"
"surveys tracking"
"tracking student"
"student satisfaction"
"satisfaction education"
"education campus"
"campus experiences"
"experiences since"
"since overall"
"overall steady"
"steady increase"
"increase student"
"student satisfaction"
"satisfaction education"
"education cocurricular"
"cocurricular activities"
"activities campus"
"campus climate"
"climate wesleyan"
"wesleyan perfect"
"perfect place"
"place keeps"
"keeps getting"
"getting better"
"better measured"
"measured data"
"data surveys"
"surveys consistent"
"consistent increase"
"increase retention"
"retention rate"
"rate view"
"view overall"
"overall level"
"level student"
"student engagement"
"engagement inside"
"inside outside"
"outside classroom"
"classroom hill"
"hill said"
"said hill"
"hill plans"
"plans remain"
"remain campus"
"campus residence"
"residence least"
"least end"
"end end"
"end june"
"june see"
"see educator"
"educator enjoy"
"enjoy type"
"type work"
"work done"
"done said"
"said taking"
"taking time"
"time reflect"
"reflect decide"
"decide like"
"like future"
"future hill"
"hill said"
"said hopes"
"hopes will"
"will remembered"
"remembered contributions"
"contributions toward"
"toward strengthening"
"strengthening sense"
"sense community"
"community improving"
"improving campus"
"campus environment"
"environment generating"
"generating trust"
"trust mutual"
"mutual respect"
"respect students"
"students administration"
"administration helping"
"helping affirm"
"affirm community"
"community standards"
"standards specifically"
"specifically contributions"
"contributions honor"
"honor code"
"code code"
"code nonacademic"
"nonacademic conduct"
"conduct learned"
"learned lot"
"lot tenure"
"tenure dean"
"dean college"
"college said"
"said one"
"one important"
"important lessons"
"lessons learning"
"learning listen"
"listen carefully"
"carefully critically"
"critically different"
"different opinions"
"opinions beliefs"
"beliefs also"
"also learned"
"learned great"
"great deal"
"deal cultures"
"cultures experiences"
"experiences believe"
"believe better"
"better person"
"person experiences"
"experiences interaction"
"interaction people"
"people diverse"
"diverse backgrounds"
"backgrounds perspectives"
"perspectives will"
"will also"
"also remembered"
"remembered work"
"work student"
"student organizations"
"organizations student"
"student governance"
"governance especially"
"especially wsa"
"wsa enjoyed"
"enjoyed working"
"working crosssection"
"crosssection people"
"people every"
"every division"
"division university"
"university hill"
"hill said"
"said felt"
"felt comfortable"
"comfortable way"
"way things"
"things going"
"going believe"
"believe administration"
"administration faculty"
"faculty staff"
"staff students"
"students will"
"will continue"
"continue solve"
"solve problems"
"problems take"
"take advantage"
"advantage opportunities"
"opportunities will"
"will improve"
"improve wesleyan"
"wesleyan student"
"student experiences"
"experiences wesleyan"
"wesleyan student"
"student assembly"
"assembly dining"
"dining advisory"
"advisory committee"
"committee excited"
"excited welcome"
"welcome thai"
"thai gardens"
"gardens restaurant"
"restaurant partner"
"partner providing"
"providing expanded"
"expanded dining"
"dining services"
"services wesleyan"
"wesleyan students"
"students well"
"well encouraging"
"encouraging stronger"
"stronger relationship"
"relationship university"
"university surrounding"
"surrounding community"
"community introduction"
"introduction thai"
"thai gardens"
"gardens interim"
"interim dining"
"dining option"
"option hope"
"hope increase"
"increase student"
"student patronage"
"patronage middletown"
"middletown businesses"
"businesses well"
"well provide"
"provide students"
"students dining"
"dining alternative"
"alternative program"
"program serves"
"serves dual"
"dual role"
"role part"
"part larger"
"larger commitment"
"commitment wsa"
"wsa strengthen"
"strengthen wesleyans"
"wesleyans engagement"
"engagement middletown"
"middletown well"
"well enhance"
"enhance dining"
"dining services"
"services dining"
"dining committee"
"committee composed"
"composed representatives"
"representatives wesleyan"
"wesleyan student"
"student assembly"
"assembly aramark"
"aramark food"
"food service"
"service workers"
"workers union"
"union university"
"university administration"
"administration united"
"united student"
"student labor"
"labor action"
"action coalition"
"coalition environmental"
"environmental organizers"
"organizers network"
"network charged"
"charged selecting"
"selecting location"
"location interim"
"interim offcampus"
"offcampus dining"
"dining program"
"program much"
"much discussion"
"discussion committee"
"committee chose"
"chose thai"
"thai gardens"
"gardens menu"
"menu labor"
"labor practices"
"practices commitment"
"commitment program"
"program members"
"members dining"
"dining committee"
"committee participated"
"participated actively"
"actively conversation"
"conversation union"
"union steward"
"steward representing"
"representing local"
"local indicating"
"indicating thai"
"thai gardens"
"gardens preference"
"preference wsa"
"wsa decided"
"decided go"
"go forward"
"forward program"
"program much"
"much deliberation"
"deliberation consultation"
"consultation university"
"university administrators"
"administrators aramark"
"aramark union"
"union students"
"students interest"
"interest compromise"
"compromise wsa"
"wsa limited"
"limited use"
"use points"
"points offcampus"
"offcampus weekdays"
"weekdays pm"
"pm weekends"
"weekends academic"
"academic year"
"year feel"
"feel assured"
"assured union"
"union workers"
"workers will"
"will lose"
"lose jobs"
"jobs direct"
"direct result"
"result implementation"
"implementation temporary"
"temporary dining"
"dining option"
"option expect"
"expect students"
"students will"
"will able"
"able take"
"take full"
"full advantage"
"advantage addition"
"addition thai"
"thai gardens"
"gardens valuable"
"valuable participant"
"participant wesleyans"
"wesleyans dining"
"dining program"
"program look"
"look forward"
"forward continuing"
"continuing positive"
"positive relationship"
"relationship established"
"established wesleyan"
"wesleyan university"
"university thai"
"thai gardens"
"gardens hopes"
"hopes will"
"will serve"
"serve bridge"
"bridge wesleyan"
"wesleyan middletown"
"middletown community"
"community recent"
"recent opening"
"opening inn"
"inn middletown"
"middletown increasing"
"increasing prestige"
"prestige middletown"
"middletown restaurants"
"restaurants added"
"added towns"
"towns status"
"status culturally"
"culturally flourishing"
"flourishing area"
"area now"
"now mayor"
"mayor dominique"
"dominique thornton"
"thornton taken"
"taken another"
"another significant"
"significant step"
"step toward"
"toward cultural"
"cultural expansion"
"expansion inviting"
"inviting goodspeed"
"goodspeed operahouse"
"operahouse join"
"join middletown"
"middletown community"
"community president"
"president bennet"
"bennet immediately"
"immediately stepped"
"stepped forward"
"forward support"
"support potential"
"potential move"
"move attending"
"attending meeting"
"meeting goodspeed"
"goodspeed board"
"board trustees"
"trustees publishing"
"publishing opinion"
"opinion piece"
"piece hartford"
"hartford courant"
"courant bennets"
"bennets involvement"
"involvement clear"
"clear vote"
"vote support"
"support middletown"
"middletown community"
"community will"
"will strengthen"
"strengthen towngown"
"towngown relations"
"relations open"
"open wesleyans"
"wesleyans gates"
"gates new"
"new theatrical"
"theatrical possibilities"
"possibilities opera"
"opera house"
"house become"
"become another"
"another draw"
"draw tourists"
"tourists around"
"around state"
"state boost"
"boost middletowns"
"middletowns already"
"already growing"
"growing economy"
"economy middletown"
"middletown right"
"right track"
"track goodspeed"
"goodspeed help"
"help stay"
"stay opera"
"opera house"
"house good"
"good idea"
"idea middletown"
"middletown students"
"students center"
"center provide"
"provide opportunities"
"opportunities many"
"many levels"
"levels involvement"
"involvement including"
"including possible"
"possible internships"
"internships student"
"student discounts"
"discounts performances"
"performances professional"
"professional venue"
"venue goodspeed"
"goodspeed benefit"
"benefit available"
"available student"
"student body"
"body growing"
"growing cultural"
"cultural community"
"community university"
"university reap"
"reap rewards"
"rewards enriched"
"enriched location"
"location now"
"now bennet"
"bennet made"
"made stand"
"stand rest"
"rest university"
"university follow"
"follow students"
"students can"
"can find"
"find goodspeed"
"goodspeed visiting"
"visiting wwwgoodspeedorg"
"wwwgoodspeedorg can"
"can send"
"send emails"
"emails organization"
"organization encourage"
"encourage move"
"move middletown"
"middletown president"
"president bennet"
"bennet congratulated"
"congratulated endorsement"
"endorsement encouraged"
"encouraged stay"
"stay track"
"track hopefully"
"hopefully bennet"
"bennet mayor"
"mayor thornton"
"thornton enough"
"enough encouragement"
"encouragement will"
"will fostered"
"fostered bring"
"bring goodspeed"
"goodspeed operahouse"
"operahouse middletown"
"middletown popular"
"popular actor"
"actor director"
"director mel"
"mel gibson"
"gibson will"
"will give"
"give commencement"
"commencement address"
"address may"
"may presidents"
"presidents office"
"office announced"
"announced yesterday"
"yesterday already"
"already administration"
"administration studentbody"
"studentbody alike"
"alike expressed"
"expressed reacted"
"reacted passionately"
"passionately inspired"
"inspired gibsons"
"gibsons latest"
"latest directing"
"directing endeavor"
"endeavor passion"
"passion christ"
"christ professors"
"professors film"
"film department"
"department religion"
"religion department"
"department teamed"
"teamed together"
"together bring"
"bring gibson"
"gibson university"
"university wesleyans"
"wesleyans constantly"
"constantly growing"
"growing film"
"film department"
"department feel"
"feel strides"
"strides mr"
"mr gibson"
"gibson making"
"making career"
"career reflect"
"reflect direction"
"direction greatness"
"greatness hope"
"hope programs"
"programs will"
"will achieve"
"achieve said"
"said jeanine"
"jeanine basinger"
"basinger film"
"film chair"
"chair like"
"like wesleyan"
"wesleyan students"
"students gibson"
"gibson afraid"
"afraid take"
"take risks"
"risks stir"
"stir people"
"people evidenced"
"evidenced passion"
"passion months"
"months preceding"
"preceding movies"
"movies release"
"release filled"
"filled controversy"
"controversy protests"
"protests favorite"
"favorite pastimes"
"pastimes university"
"university community"
"community passion"
"passion led"
"led many"
"many provocative"
"provocative conversations"
"conversations campus"
"campus every"
"every sect"
"sect spirituality"
"spirituality excited"
"excited implications"
"implications mays"
"mays commencement"
"commencement said"
"said rabbi"
"rabbi david"
"david leipziger"
"leipziger university"
"university jewish"
"jewish chaplain"
"chaplain students"
"students pro"
"pro antigibson"
"antigibson cant"
"cant suppress"
"suppress anticipation"
"anticipation gibsons"
"gibsons arrival"
"arrival though"
"though various"
"various reasons"
"reasons seven"
"seven years"
"years now"
"now tell"
"tell people"
"people went"
"went wesleyan"
"wesleyan can"
"can say"
"say oh"
"oh smallliberal"
"smallliberal arts"
"arts school"
"school middletown"
"middletown mel"
"mel gibson"
"gibson spoke"
"spoke huh"
"huh girls"
"girls school"
"school big"
"big break"
"break wesleyan"
"wesleyan needs"
"needs said"
"said gibson"
"gibson fan"
"fan mike"
"mike jones"
"jones will"
"will finally"
"finally graduating"
"graduating may"
"may gibson"
"gibson witness"
"witness think"
"think outrage"
"outrage antisemite"
"antisemite address"
"address class"
"class im"
"im thrilled"
"thrilled activism"
"activism allows"
"allows weve"
"weve already"
"already started"
"started plan"
"plan fliers"
"fliers tshirts"
"tshirts rallies"
"rallies petitions"
"petitions record"
"record chalking"
"chalking gonna"
"gonna blast"
"blast exactly"
"exactly want"
"want remember"
"remember years"
"years wesleyan"
"wesleyan said"
"said sara"
"sara martin"
"martin trophy"
"trophy case"
"case awards"
"awards academy"
"academy blockbuster"
"blockbuster mtv"
"mtv peoples"
"peoples choice"
"choice name"
"name gibsons"
"gibsons greatness"
"greatness equals"
"equals possibly"
"possibly even"
"even surpasses"
"surpasses prizewinning"
"prizewinning hall"
"hall fame"
"fame wesleyan"
"wesleyan commencement"
"commencement speakers"
"speakers whove"
"whove never"
"never won"
"won oscar"
"oscar maybe"
"maybe nobel"
"nobel university"
"university teamed"
"teamed destinta"
"destinta movie"
"movie theaters"
"theaters fully"
"fully capitalize"
"capitalize event"
"event ceremony"
"ceremony gibsons"
"gibsons address"
"address new"
"new graduates"
"graduates will"
"will able"
"able view"
"view special"
"special screening"
"screening passion"
"passion destinta"
"destinta enjoy"
"enjoy medium"
"medium popcorn"
"popcorn soda"
"soda three"
"three dollars"
"dollars present"
"present cap"
"cap gown"
"gown door"
"door obviously"
"obviously great"
"great publicity"
"publicity theater"
"theater hollywood"
"hollywood star"
"star screening"
"screening movie"
"movie little"
"little worried"
"worried wesleyan"
"wesleyan students"
"students protesting"
"protesting guess"
"guess thats"
"thats price"
"price superstardom"
"superstardom said"
"said tony"
"tony andrews"
"andrews destinta"
"destinta manager"
"manager churches"
"churches throughout"
"throughout new"
"new england"
"england area"
"area already"
"already begun"
"begun organizing"
"organizing pilgrimages"
"pilgrimages come"
"come see"
"see gibson"
"gibson university"
"university feeling"
"feeling modern"
"modern day"
"day prophet"
"prophet father"
"father louis"
"louis manzo"
"manzo university"
"university catholic"
"catholic chaplain"
"chaplain also"
"also hopes"
"hopes connect"
"connect jesus"
"jesus gibson"
"gibson great"
"great another"
"another ceremonial"
"ceremonial rededication"
"rededication renovated"
"renovated chapel"
"chapel gibson"
"gibson presiding"
"presiding jesus"
"jesus side"
"side said"
"said took"
"took lot"
"lot effort"
"effort university"
"university get"
"get busy"
"busy gibson"
"gibson give"
"give commencement"
"commencement address"
"address president"
"president doug"
"doug bennet"
"bennet pulled"
"pulled ensure"
"ensure memorable"
"memorable ceremony"
"ceremony graduating"
"graduating class"
"class families"
"families however"
"however president"
"president bennet"
"bennet couldnt"
"couldnt credits"
"credits loving"
"loving wife"
"wife midge"
"midge relentless"
"relentless support"
"support encouragement"
"encouragement words"
"words nagging"
"nagging gibson"
"gibson secured"
"secured mels"
"mels hunk"
"hunk said"
"said never"
"never able"
"able forgive"
"forgive letting"
"letting opportunity"
"opportunity slip"
"slip away"
"away although"
"although immediate"
"immediate changes"
"changes seem"
"seem unlikely"
"unlikely days"
"days offcampus"
"offcampus housing"
"housing wesleyan"
"wesleyan students"
"students numbered"
"numbered now"
"now system"
"system granting"
"granting offcampus"
"offcampus status"
"status remains"
"remains according"
"according assistant"
"assistant director"
"director residential"
"residential life"
"life rich"
"rich decapua"
"decapua however"
"however asserted"
"asserted changes"
"changes universitys"
"universitys housing"
"housing options"
"options next"
"next years"
"years will"
"will eliminate"
"eliminate need"
"need offcampus"
"offcampus housing"
"housing currently"
"currently number"
"number students"
"students allotted"
"allotted offcampus"
"offcampus status"
"status determined"
"determined year"
"year calculation"
"calculation takes"
"takes account"
"account universitys"
"universitys housing"
"housing capacity"
"capacity current"
"current enrollment"
"enrollment projected"
"projected enrollment"
"enrollment incoming"
"incoming firstyear"
"firstyear class"
"class due"
"due factors"
"factors record"
"record students"
"students granted"
"granted permission"
"permission live"
"live offcampus"
"offcampus school"
"school year"
"year decapua"
"decapua said"
"said offcampus"
"offcampus status"
"status granted"
"granted class"
"class year"
"year seniors"
"seniors first"
"first priority"
"priority process"
"process followed"
"followed juniors"
"juniors sophomores"
"sophomores students"
"students miss"
"miss deadline"
"deadline apply"
"apply offcampus"
"offcampus status"
"status bad"
"bad luck"
"luck housing"
"housing lottery"
"lottery can"
"can placed"
"placed waitlist"
"waitlist offcampus"
"offcampus places"
"places numbers"
"numbers game"
"game decapua"
"decapua said"
"said thing"
"thing changed"
"changed next"
"next year"
"year number"
"number offcampus"
"offcampus spots"
"spots university"
"university grants"
"grants offcampus"
"offcampus status"
"status enough"
"enough oncampus"
"oncampus rooms"
"rooms accommodate"
"accommodate wesleyans"
"wesleyans students"
"students new"
"new residential"
"residential halls"
"halls built"
"built however"
"however administrators"
"administrators project"
"project university"
"university will"
"will able"
"able adequately"
"adequately house"
"house students"
"students one"
"one unique"
"unique things"
"things wesleyan"
"wesleyan residential"
"residential community"
"community decapua"
"decapua said"
"said ideal"
"ideal get"
"get rid"
"rid offcampus"
"offcampus housing"
"housing entirely"
"entirely director"
"director university"
"university communications"
"communications justin"
"justin harmon"
"harmon explained"
"explained minimizing"
"minimizing offcampus"
"offcampus housing"
"housing will"
"will help"
"help create"
"create centralized"
"centralized campus"
"campus distinct"
"distinct neighborhoods"
"neighborhoods surround"
"surround need"
"need better"
"better develop"
"develop define"
"define edges"
"edges campus"
"campus visàvis"
"visàvis residential"
"residential areas"
"areas said"
"said according"
"according harmon"
"harmon new"
"new fauver"
"fauver field"
"field housing"
"housing will"
"will replace"
"replace intown"
"intown will"
"will help"
"help achieve"
"achieve goal"
"goal purposes"
"purposes harmon"
"harmon said"
"said intown"
"intown viable"
"viable neighborhood"
"neighborhood students"
"students due"
"due part"
"part location"
"location decision"
"decision came"
"came extensive"
"extensive discussion"
"discussion among"
"among administrators"
"administrators students"
"students neighbors"
"neighbors built"
"built fauver"
"fauver field"
"field housing"
"housing will"
"will create"
"create better"
"better articulated"
"articulated edge"
"edge town"
"town gown"
"gown said"
"said students"
"students expressed"
"expressed concern"
"concern universitys"
"universitys plan"
"plan get"
"get rid"
"rid offcampus"
"offcampus housing"
"housing option"
"option living"
"living offcampus"
"offcampus great"
"great way"
"way students"
"students save"
"save money"
"money live"
"live nice"
"nice place"
"place avoid"
"avoid stress"
"stress housing"
"housing lottery"
"lottery said"
"said jessica"
"jessica weidmann"
"weidmann will"
"will live"
"live offcampus"
"offcampus house"
"house fall"
"fall will"
"will definitely"
"definitely cheaper"
"cheaper live"
"live offcampus"
"offcampus next"
"next year"
"year long"
"long can"
"can find"
"find summer"
"summer subletters"
"subletters decapua"
"decapua acknowledged"
"acknowledged students"
"students may"
"may choose"
"choose live"
"live offcampus"
"offcampus financial"
"financial concerns"
"concerns said"
"said students"
"students trading"
"trading savings"
"savings responsibility"
"responsibility according"
"according decapua"
"decapua higher"
"higher cost"
"cost living"
"living universityowned"
"universityowned housing"
"housing offset"
"offset benefits"
"benefits offcampus"
"offcampus housing"
"housing youre"
"youre really"
"really decapua"
"decapua said"
"said thats"
"thats game"
"game deal"
"deal landlord"
"landlord lease"
"lease oncampus"
"oncampus amenities"
"amenities can"
"can put"
"put work"
"work order"
"order get"
"get light"
"light bulb"
"bulb fixed"
"fixed public"
"public safety"
"safety will"
"will patrol"
"patrol area"
"area offcampus"
"offcampus fraternities"
"fraternities student"
"student organizations"
"organizations will"
"will also"
"also need"
"need reconsider"
"reconsider status"
"status offcampus"
"offcampus housing"
"housing ceases"
"ceases possibility"
"possibility students"
"students fraternities"
"fraternities practical"
"practical manner"
"manner will"
"will part"
"part program"
"program housing"
"housing want"
"want housing"
"housing students"
"students harmon"
"harmon said"
"said according"
"according decapua"
"decapua university"
"university projects"
"projects two"
"two fauver"
"fauver field"
"field residential"
"residential hallsone"
"hallsone will"
"will house"
"house firstyears"
"firstyears upperclassmenwill"
"upperclassmenwill open"
"open time"
"time school"
"school year"
"year point"
"point said"
"said offcampus"
"offcampus housing"
"housing status"
"status will"
"will longer"
"longer available"
"available students"
"students office"
"office residential"
"residential life"
"life will"
"will continue"
"continue make"
"make exceptions"
"exceptions policy"
"policy students"
"students special"
"special considerations"
"considerations medical"
"medical concerns"
"concerns main"
"main priority"
"priority house"
"house students"
"students said"
"said decapua"
"decapua time"
"time can"
"can house"
"house students"
"students campus"
"campus will"
"will last"
"last monday"
"monday wesleyan"
"wesleyan community"
"community officially"
"officially welcomed"
"welcomed class"
"class onto"
"onto campus"
"campus according"
"according official"
"official profile"
"profile released"
"released office"
"office admission"
"admission new"
"new group"
"group students"
"students line"
"line admissions"
"admissions trends"
"trends past"
"past years"
"years applications"
"applications received"
"received students"
"students admitted"
"admitted forty"
"forty percent"
"percent students"
"students accepted"
"accepted universitys"
"universitys offer"
"offer filling"
"filling class"
"class students"
"students thirtyeight"
"thirtyeight percent"
"percent student"
"student body"
"body admitted"
"admitted early"
"early decision"
"decision number"
"number applications"
"applications decreased"
"decreased since"
"since last"
"last year"
"year number"
"number early"
"early decision"
"decision students"
"students according"
"according greg"
"greg pyke"
"pyke senior"
"senior associate"
"associate dean"
"dean admission"
"admission decrease"
"decrease early"
"early decision"
"decision applicants"
"applicants due"
"due part"
"part great"
"great deal"
"deal bad"
"bad press"
"press wed"
"wed hearing"
"hearing press"
"press lot"
"lot whether"
"whether early"
"early decision"
"decision good"
"good process"
"process whether"
"whether favors"
"favors groups"
"groups pyke"
"pyke said"
"said trend"
"trend balanced"
"balanced increase"
"increase yield"
"yield means"
"means students"
"students offered"
"offered admission"
"admission decided"
"decided accept"
"accept wesleyans"
"wesleyans offer"
"offer heard"
"heard many"
"many students"
"students although"
"although wesleyan"
"wesleyan top"
"top choice"
"choice dont"
"dont want"
"want go"
"go early"
"early pyke"
"pyke said"
"said median"
"median sat"
"sat scores"
"scores slightly"
"slightly last"
"last year"
"year median"
"median math"
"math score"
"score opposed"
"opposed last"
"last year"
"year median"
"median verbal"
"verbal score"
"score remained"
"remained act"
"act median"
"median score"
"score last"
"last year"
"year according"
"according nancy"
"nancy meislahn"
"meislahn dean"
"dean admission"
"admission financial"
"financial aid"
"aid important"
"important qualities"
"qualities office"
"office admission"
"admission looks"
"looks candidates"
"candidates leadership"
"leadership engagement"
"engagement classroom"
"classroom motivation"
"motivation preparation"
"preparation work"
"work across"
"across entire"
"entire curriculum"
"curriculum one"
"one third"
"third admitted"
"admitted will"
"will held"
"held leadership"
"leadership positions"
"positions meislahn"
"meislahn said"
"said eightytwo"
"eightytwo percent"
"percent admitted"
"admitted students"
"students taken"
"taken biology"
"biology chemistry"
"chemistry physics"
"physics taken"
"taken calculus"
"calculus pyke"
"pyke said"
"said years"
"years office"
"office admission"
"admission tried"
"tried take"
"take account"
"account applicants"
"applicants background"
"background capabilities"
"capabilities sorts"
"sorts opportunities"
"opportunities available"
"available applicant"
"applicant eleven"
"eleven percent"
"percent admitted"
"admitted students"
"students first"
"first generation"
"generation family"
"family go"
"go college"
"college admitted"
"admitted students"
"students least"
"least one"
"one parent"
"parent attend"
"attend college"
"college students"
"students color"
"color including"
"including international"
"international students"
"students totaled"
"totaled students"
"students sixteen"
"sixteen percent"
"percent asianasianamerican"
"asianasianamerican opposed"
"opposed last"
"last year"
"year matriculates"
"matriculates us"
"us latinohispanic"
"latinohispanic students"
"students including"
"including international"
"international students"
"students dropped"
"dropped year"
"year number"
"number blackafrican"
"blackafrican american"
"american students"
"students fell"
"fell last"
"last year"
"year year"
"year including"
"including international"
"international students"
"students also"
"also five"
"five native"
"native americans"
"americans new"
"new class"
"class pyke"
"pyke meislahn"
"meislahn agreed"
"agreed declining"
"declining number"
"number blackafrican"
"blackafrican american"
"american students"
"students problem"
"problem said"
"said office"
"office admission"
"admission working"
"working several"
"several initiatives"
"initiatives reverse"
"reverse trend"
"trend year"
"year concerned"
"concerned black"
"black student"
"student enrollment"
"enrollment pretty"
"pretty early"
"early process"
"process applications"
"applications black"
"black students"
"students go"
"go year"
"year pyke"
"pyke said"
"said according"
"according pyke"
"pyke part"
"part problem"
"problem wesleyan"
"wesleyan losing"
"losing blackafrican"
"blackafrican american"
"american applicants"
"applicants ivy"
"ivy league"
"league schools"
"schools large"
"large highly"
"highly competitive"
"competitive universities"
"universities pyke"
"pyke noted"
"noted year"
"year reinforces"
"reinforces trend"
"trend growing"
"growing number"
"number international"
"international students"
"students international"
"international student"
"student group"
"group largest"
"largest ever"
"ever year"
"year pyke"
"pyke said"
"said seven"
"seven percent"
"percent class"
"class composed"
"composed international"
"international students"
"students including"
"including one"
"one student"
"student island"
"island mauritius"
"mauritius according"
"according pyke"
"pyke international"
"international student"
"student body"
"body composed"
"composed two"
"two groups"
"groups nonus"
"nonus citizens"
"citizens looking"
"looking higher"
"higher education"
"education americans"
"americans lived"
"lived overseas"
"overseas lives"
"lives students"
"students second"
"second group"
"group technically"
"technically count"
"count international"
"international students"
"students students"
"students will"
"will still"
"still able"
"able bring"
"bring multicultural"
"multicultural perspective"
"perspective university"
"university wesleyan"
"wesleyan feels"
"feels best"
"best liberal"
"liberal arts"
"arts education"
"education international"
"international education"
"education pyke"
"pyke said"
"said pyke"
"pyke also"
"also noted"
"noted nonus"
"nonus citizens"
"citizens seek"
"seek education"
"education abroad"
"abroad competitively"
"competitively sought"
"sought top"
"top schools"
"schools country"
"country significant"
"significant wesleyan"
"wesleyan attracted"
"attracted many"
"many international"
"international students"
"students incoming"
"incoming class"
"class also"
"also geographically"
"geographically diverse"
"diverse usual"
"usual midatlantic"
"midatlantic ranked"
"ranked first"
"first percent"
"percent new"
"new class"
"class new"
"new england"
"england second"
"second percent"
"percent students"
"students west"
"west total"
"total percent"
"percent midwest"
"midwest outside"
"outside us"
"us tied"
"tied nine"
"nine percent"
"percent smallest"
"smallest percentage"
"percentage students"
"students comes"
"comes south"
"south five"
"five percent"
"percent pyke"
"pyke meislahn"
"meislahn excited"
"excited welcoming"
"welcoming three"
"three students"
"students alabama"
"alabama first"
"first time"
"time many"
"many years"
