"Phrases"
"community resources"
"resources linking"
"linking wesleyan"
"wesleyan community"
"community resources"
"resources vice"
"vice versa"
"versa knowing"
"knowing communitytown"
"communitytown governance"
"governance works"
"works talk"
"talk wanted"
"wanted see"
"see something"
"something different"
"different community"
"community go"
"go implementing"
"implementing change"
"change volunteerism"
"volunteerism individual"
"individual responsibility"
"responsibility engage"
"engage know"
"know things"
"things happening"
"happening commitment"
"commitment shared"
"shared issues"
"issues partnership"
"partnership communicating"
"communicating one"
"one another"
"another holding"
"holding public"
"public office"
"office supporting"
"supporting financially"
"financially eg"
"eg united"
"united way"
"way connecting"
"connecting students"
"students community"
"community agencies"
"agencies groups"
"groups transcending"
"transcending moving"
"moving towards"
"towards us"
"us awareness"
"awareness role"
"role impact"
"impact communities"
"communities around"
"around thinking"
"thinking wes"
"wes students"
"students protest"
"protest election"
"election chanting"
"chanting whose"
"whose streets"
"streets streets"
"streets struck"
"struck middletown"
"middletown residents"
"residents weird"
"weird way"
"way included"
"included awareness"
"awareness private"
"private institution"
"institution different"
"different integration"
"integration community"
"community public"
"public institution"
"institution potentially"
"potentially community"
"community engagement"
"engagement challenging"
"challenging private"
"private institution"
"institution land"
"land grant"
"grant institutions"
"institutions obligations"
"obligations certain"
"certain work"
"work service"
"service projects"
"projects charitable"
"charitable contributions"
"contributions chaplains"
"chaplains office"
"office alternate"
"alternate spring"
"spring breaks"
"breaks service"
"service trips"
"trips work"
"work advisory"
"advisory councils"
"councils students"
"students disabilities"
"disabilities surrounding"
"surrounding towns"
"towns using"
"using expertise"
"expertise assist"
"assist others"
"others onthejob"
"onthejob training"
"training dining"
"dining spaces"
"spaces transitional"
"transitional programs"
"programs connecting"
"connecting student"
"student groups"
"groups community"
"community events"
"events knowing"
"knowing limits"
"limits health"
"health center"
"center forming"
"forming relationships"
"relationships practitioners"
"practitioners community"
"community network"
"network professional"
"professional connections"
"connections help"
"help students"
"students support"
"support student"
"student events"
"events support"
"support students"
"students organize"
"organize events"
"events community"
"community groups"
"groups work"
"work strengthen"
"strengthen connections"
"connections community"
"community partnersoutside"
"partnersoutside folks"
"folks enable"
"enable advocacy"
"advocacy bus"
"bus students"
"students hartford"
"hartford rally"
"rally gun"
"gun violence"
"violence etc"
"etc providing"
"providing students"
"students resources"
"resources need"
"need making"
"making connections"
"connections involving"
"involving whole"
"whole institution"
"institution faculty"
"faculty students"
"students staff"
"staff commitments"
"commitments national"
"national international"
"international influence"
"influence like"
"like presidents"
"presidents climate"
"climate commitment"
"commitment recognizing"
"recognizing youre"
"youre part"
"part larger"
"larger community"
"community good"
"good neighbor"
"neighbor core"
"core dont"
"dont need"
"need part"
"part big"
"big program"
"program civicminded"
"civicminded faculty"
"faculty fellow"
"fellow professor"
"professor flores"
"flores champion"
"champion civic"
"civic engagement"
"engagement happens"
"happens organically"
"organically community"
"community knowing"
"knowing wesleyan"
"wesleyan available"
"available resource"
"resource even"
"even last"
"last minute"
"minute knowing"
"knowing can"
"can count"
"count us"
"us built"
"built emergency"
"emergency plans"
"plans transportation"
"transportation issues"
"issues staffing"
"staffing time"
"time turnover"
"turnover students"
"students leaving"
"leaving allbrittons"
"allbrittons support"
"support doula"
"doula project"
"project make"
"make sustainable"
"sustainable cathys"
"cathys change"
"change office"
"office student"
"student affairs"
"affairs academic"
"academic affairs"
"affairs content"
"content newsletter"
"newsletter students"
"students facultystaff"
"facultystaff money"
"money hard"
"hard lowincome"
"lowincome students"
"students go"
"go spring"
"spring break"
"break service"
"service trip"
"trip need"
"need make"
"make access"
"access equitable"
"equitable people"
"people different"
"different communities"
"communities might"
"might engaged"
"engaged home"
"home wesleyanin"
"wesleyanin middletown"
"middletown improve"
"improve students"
"students sense"
"sense ownership"
"ownership community"
"community siloed"
"siloed communities"
"communities peer"
"peer health"
"health advocates"
"advocates help"
"help engage"
"engage people"
"people ways"
"ways accessible"
"accessible financial"
"financial support"
"support different"
"different student"
"student groups"
"groups support"
"support administration"
"administration use"
"use vans"
"vans really"
"really helpful"
"helpful big"
"big impediment"
"impediment transportation"
"transportation list"
"list resources"
"resources instead"
"instead just"
"just one"
"one person"
"person knowing"
"knowing resources"
"resources providing"
"providing accessible"
"accessible spaces"
"spaces engagement"
"engagement work"
"work happen"
"happen communicationgetting"
"communicationgetting information"
"information many"
"many nodes"
"nodes communication"
"communication wesleyan"
"wesleyan okay"
"okay can"
"can improve"
"improve things"
"things happen"
"happen people"
"people arent"
"arent aware"
"aware feature"
"feature things"
"things happened"
"happened opportunities"
"opportunities people"
"people across"
"across wesleyan"
"wesleyan get"
"get involved"
"involved students"
"students faculty"
"faculty staff"
"staff demonstrate"
"demonstrate possible"
"possible informational"
"informational clearinghouse"
"clearinghouse people"
"people can"
"can see"
"see can"
"can engage"
"engage opportunities"
"opportunities available"
"available hard"
"hard know"
"know can"
"can get"
"get involved"
"involved advertise"
"advertise theres"
"theres need"
"need infusing"
"infusing community"
"community engagement"
"engagement existing"
"existing wellness"
"wellness programming"
"programming connect"
"connect others"
"others similar"
"similar interests"
"interests things"
"things together"
"together weekends"
"weekends improve"
"improve visibility"
"visibility work"
"work students"
"students can"
"can better"
"better job"
"job calling"
"calling community"
"community campus"
"campus events"
"events highlight"
"highlight work"
"work students"
"students glass"
"glass cases"
"cases usdan"
"usdan educating"
"educating students"
"students demographics"
"demographics middletown"
"middletown middletown"
"middletown residents"
"residents feel"
"feel wesleyan"
"wesleyan accessible"
"accessible change"
"change come"
"come events"
"events like"
"like spring"
"spring fling"
"fling theyre"
"theyre made"
"made feel"
"feel welcome"
"welcome series"
"series around"
"around civic"
"civic engagementactivism"
"engagementactivism everyone"
"everyone campus"
"campus gate"
"gate wesleyan"
"wesleyan shifting"
"shifting since"
"since bookstore"
"bookstore moving"
"moving main"
"main street"
"street cfa"
"cfa always"
"always students"
"students first"
"first short"
"short shopping"
"shopping list"
"list mostly"
"mostly green"
"green street"
"street sometimes"
"sometimes public"
"public schools"
"schools can"
"can expand"
"expand cfas"
"cfas idea"
"idea partners"
"partners outreach"
"outreach happen"
"happen contacting"
"contacting italian"
"italian community"
"community italian"
"italian musical"
"musical group"
"group comes"
"comes perform"
"perform example"
"example bring"
"bring quartet"
"quartet common"
"common council"
"council isnt"
"isnt associated"
"associated wesleyan"
"wesleyan though"
"though important"
"important can"
"can break"
"break barriers"
"barriers wesleyan"
"wesleyan feel"
"feel accessible"
"accessible change"
"change middletown"
"middletown residents"
"residents connection"
"connection wesleyan"
"wesleyan institution"
"institution can"
"can help"
"help feel"
"feel like"
"like wesleyan"
"wesleyan supporting"
"supporting middletown"
"middletown community"
"community institutional"
"institutional exchange"
"exchange cfa"
"cfa community"
"community groups"
"groups always"
"always mutually"
"mutually beneficial"
"beneficial exchange"
"exchange sometimes"
"sometimes large"
"large tax"
"tax wesleyans"
"wesleyans staffresources"
"staffresources community"
"community partner"
"partner still"
"still doesnt"
"doesnt end"
"end pleased"
"pleased sometimes"
"sometimes community"
"community partners"
"partners pay"
"pay services"
"services places"
"places might"
"might already"
"already also"
"also prices"
"prices renting"
"renting facilities"
"facilities pretty"
"pretty high"
"high though"
"though wes"
"wes folks"
"folks outside"
"outside folks"
"folks still"
"still good"
"good work"
"work sometimes"
"sometimes simple"
"simple minute"
"minute meeting"
"meeting give"
"give thank"
"thank work"
"work sometimes"
"sometimes simple"
"simple minute"
"minute meeting"
"meeting give"
"give thank"
"thank sets"
"sets principles"
"principles allow"
"allow staff"
"staff one"
"one two"
"two hoursweek"
"hoursweek wesleyan"
"wesleyan pay"
"pay community"
"community work"
"work daysyear"
"daysyear provide"
"provide assistance"
"assistance finding"
"finding work"
"work people"
"people dont"
"dont projects"
"projects log"
"log somehow"
"somehow performance"
"performance review"
"review can"
"can also"
"also used"
"used pr"
"pr etc"
"etc wesleyan"
"wesleyan words"
"words say"
"say important"
"important dont"
"dont actionspolicies"
"actionspolicies back"
"back create"
"create ethosculture"
"ethosculture campsclinics"
"campsclinics brings"
"brings outside"
"outside people"
"people university"
"university working"
"working different"
"different schools"
"schools area"
"area different"
"different teams"
"teams work"
"work different"
"different groups"
"groups team"
"team impact"
"impact several"
"several teams"
"teams involved"
"involved program"
"program national"
"national girls"
"girls women"
"women sports"
"sports day"
"day brought"
"brought lot"
"lot community"
"community members"
"members campus"
"campus rent"
"rent facilities"
"facilities middletown"
"middletown day"
"day community"
"community groups"
"groups involved"
"involved half"
"half time"
"time stuff"
"stuff net"
"net christmas"
"christmas gifts"
"gifts local"
"local kids"
"kids involved"
"involved middletown"
"middletown thanksgiving"
"thanksgiving project"
"project established"
"established fund"
"fund donate"
"donate breast"
"breast cancer"
"cancer program"
"program middlesex"
"middlesex hospital"
"hospital organizerun"
"organizerun blood"
"blood drive"
"drive winter"
"winter made"
"made food"
"food packs"
"packs underprivileged"
"underprivileged kids"
"kids outside"
"outside program"
"program fundraiser"
"fundraiser pediatric"
"pediatric cancer"
"cancer research"
"research bone"
"bone marrow"
"marrow drive"
"drive cancer"
"cancer awareness"
"awareness weekfundraiser"
"weekfundraiser play"
"play cure"
"cure lots"
"lots cancer"
"cancer fundraisers"
"fundraisers kicking"
"kicking hunger"
"hunger free"
"free soccer"
"soccer clinics"
"clinics food"
"food pantries"
"pantries coaches"
"coaches often"
"often asked"
"asked help"
"help various"
"various fundraisers"
"fundraisers donated"
"donated money"
"money local"
"local family"
"family whose"
"whose house"
"house burned"
"burned instead"
"instead using"
"using teams"
"teams fundraiser"
"fundraiser raised"
"raised wes"
"wes athlete"
"athlete alum"
"alum recently"
"recently suffered"
"suffered spinal"
"spinal cord"
"cord injury"
"injury half"
"half also"
"also involved"
"involved community"
"community outside"
"outside job"
"job coaching"
"coaching little"
"little league"
"league etc"
"etc parents"
"parents athletes"
"athletes prospective"
"prospective students"
"students parents"
"parents impressed"
"impressed community"
"community engagement"
"engagement teamsplayers"
"teamsplayers teams"
"teams didnt"
"didnt fundraise"
"fundraise fundraising"
"fundraising causes"
"causes like"
"like arent"
"arent expecting"
"expecting appreciation"
"appreciation university"
"university add"
"add day"
"day caring"
"caring realistically"
"realistically can"
"can hard"
"hard schedule"
"schedule great"
"great departments"
"departments come"
"come together"
"together volunteering"
"volunteering voting"
"voting collaboration"
"collaboration working"
"working outside"
"outside walls"
"walls institution"
"institution towngown"
"towngown relationship"
"relationship middletown"
"middletown shoppingeatingdrinking"
"shoppingeatingdrinking middletown"
"middletown involved"
"involved inaware"
"inaware whats"
"whats going"
"going community"
"community go"
"go lunch"
"lunch main"
"main street"
"street team"
"team building"
"building escape"
"escape room"
"room game"
"game gillette"
"gillette castle"
"castle office"
"office retreat"
"retreat go"
"go somewhere"
"somewhere different"
"different year"
"year middletown"
"middletown resident"
"resident active"
"active naacp"
"naacp church"
"church middletown"
"middletown high"
"high school"
"school sees"
"sees separate"
"separate work"
"work wes"
"wes likes"
"likes way"
"way middletown"
"middletown resident"
"resident active"
"active naacp"
"naacp church"
"church middletown"
"middletown high"
"high school"
"school sees"
"sees separate"
"separate work"
"work wes"
"wes likes"
"likes way"
"way voter"
"voter registration"
"registration letters"
"letters website"
"website emails"
"emails etc"
"etc provide"
"provide students"
"students resources"
"resources information"
"information voting"
"voting stick"
"stick around"
"around evenings"
"evenings affordable"
"affordable daycare"
"daycare area"
"area daycare"
"daycare middletown"
"middletown affordable"
"affordable childcare"
"childcare event"
"event isnt"
"isnt helpful"
"helpful since"
"since youd"
"youd drive"
"drive back"
"back home"
"home pick"
"pick child"
"child drive"
"drive back"
"back public"
"public transportation"
"transportation real"
"real barrier"
"barrier wesleyan"
"wesleyan alone"
"alone fix"
"fix maybe"
"maybe shuttle"
"shuttle downtown"
"downtown especially"
"especially new"
"new bookstore"
"bookstore delicate"
"delicate balance"
"balance issue"
"issue sustainability"
"sustainability serious"
"serious reevaluation"
"reevaluation adverse"
"adverse weather"
"weather policy"
"policy staff"
"staff dont"
"dont get"
"get level"
"level respect"
"respect faculty"
"faculty students"
"students university"
"university foster"
"foster better"
"better appreciation"
"appreciation recognition"
"recognition staff"
"staff huge"
"huge untapped"
"untapped pool"
"pool potential"
"potential energy"
"energy dont"
"dont put"
"put parking"
"parking meters"
"meters high"
"high street"
"street womens"
"womens colleges"
"colleges built"
"built lovely"
"lovely parking"
"parking garages"
"garages campuses"
"campuses tension"
"tension sustainability"
"sustainability plans"
"plans better"
"better public"
"public transportation"
"transportation people"
"people wouldnt"
"wouldnt need"
"need drive"
"drive much"
"much want"
"want students"
"students focus"
"focus externally"
"externally just"
"just focusing"
"focusing internally"
"internally wesleyan"
"wesleyan community"
"community especially"
"especially issues"
"issues equity"
"equity inclusion"
"inclusion people"
"people live"
"live outside"
"outside middletown"
"middletown theyre"
"theyre engaged"
"engaged home"
"home community"
"community much"
"much middletown"
"middletown great"
"great get"
"get town"
"town involved"
"involved theres"
"theres continuity"
"continuity great"
"great parents"
"parents run"
"run wesleyan"
"wesleyan facultystaff"
"facultystaff town"
"town feel"
"feel like"
"like really"
"really sense"
"sense community"
"community great"
"great facultystaff"
"facultystaff connect"
"connect students"
"students outside"
"outside campus"
"campus church"
"church etc"
"etc opportunities"
"opportunities like"
"like hosting"
"hosting student"
"student thanksgiving"
"thanksgiving things"
"things like"
"like hosting"
"hosting united"
"united way"
"way agency"
"agency speakers"
"speakers hear"
"hear community"
"community facilitating"
"facilitating connections"
"connections general"
"general afca"
"afca dinners"
"dinners honoring"
"honoring students"
"students color"
"color students"
"students color"
"color event"
"event orientation"
"orientation isnt"
"isnt enough"
"enough orientation"
"orientation already"
"already busy"
"busy chaotic"
"chaotic need"
"need followup"
"followup orientation"
"orientation events"
"events like"
"like international"
"international orientation"
"orientation mentoring"
"mentoring firstgen"
"firstgen students"
"students coordination"
"coordination beyond"
"beyond initial"
"initial meeting"
"meeting match"
"match ups"
"ups often"
"often fall"
"fall apart"
"apart need"
"need keep"
"keep momentum"
"momentum going"
"going also"
"also building"
"building larger"
"larger community"
"community day"
"day caring"
"caring tiein"
"tiein earth"
"earth day"
"day time"
"time community"
"community volunteer"
"volunteer work"
"work day"
"day caring"
"caring tiein"
"tiein earth"
"earth day"
"day time"
"time community"
"community volunteer"
"volunteer work"
"work day"
"day caring"
"caring tiein"
"tiein earth"
"earth day"
"day time"
"time community"
"community volunteer"
"volunteer work"
"work get"
"get involved"
"involved elderly"
"elderly communities"
"communities area"
"area support"
"support studentveterans"
"studentveterans just"
"just posse"
"posse students"
"students students"
"students dependents"
"dependents veteran"
"veteran parents"
"parents anne"
"anne greene"
"greene workshop"
"workshop trying"
"trying make"
"make writing"
"writing accessible"
"accessible write"
"write oped"
"oped maybe"
"maybe allbritton"
"allbritton writing"
"writing program"
"program sponsor"
"sponsor real"
"real nuts"
"nuts bolts"
"bolts just"
"just scholarly"
"scholarly leadership"
"leadership plenty"
"plenty can"
"can help"
"help along"
"along connectivity"
"connectivity silos"
"silos cross"
"cross always"
"always viewed"
"viewed positively"
"positively valorizingvalidating"
"valorizingvalidating count"
"count something"
"something still"
"still incredibly"
"incredibly gendered"
"gendered dynamic"
"dynamic anything"
"anything nurtured"
"nurtured may"
"may devalued"
"devalued way"
"way also"
"also happens"
"happens humanities"
"humanities vs"
"vs science"
"science hard"
"hard stuff"
"stuff feels"
"feels valued"
"valued collective"
"collective action"
"action taken"
"taken year"
"year activity"
"activity around"
"around refugee"
"refugee people"
"people find"
"find happens"
"happens now"
"now communication"
"communication persistent"
"persistent issue"
"issue putting"
"putting together"
"together clusters"
"clusters talks"
"talks go"
"go three"
"three things"
"things five"
"five things"
"things get"
"get course"
"course access"
"access share"
"share information"
"information instill"
"instill attribute"
"attribute wanting"
"wanting engage"
"engage coursework"
"coursework workshop"
"workshop working"
"working families"
"families party"
"party state"
"state rep"
"rep matt"
"matt lesser"
"lesser sen"
"sen gary"
"gary holderwinfield"
"holderwinfield using"
"using twitter"
"twitter political"
"political tool"
"tool conversations"
"conversations students"
"students work"
"work help"
"help think"
"think deeper"
"deeper engagement"
"engagement telling"
"telling story"
"story share"
"share stories"
"stories look"
"look like"
"like real"
"real time"
"time interest"
"interest groups"
"groups feeling"
"feeling value"
"value associated"
"associated groups"
"groups can"
"can tick"
"tick boxes"
"boxes specific"
"specific interest"
"interest area"
"area addition"
"addition campus"
"campus email"
"email counter"
"counter culture"
"culture intentional"
"intentional unintentional"
"unintentional pushes"
"pushes fix"
"fix nurturing"
"nurturing value"
"value always"
"always valued"
"valued involved"
"involved community"
"community knowing"
"knowing work"
"work institutions"
"institutions active"
"active citizen"
"citizen alex"
"alex de"
"de tocqueville"
"tocqueville participating"
"participating governments"
"governments help"
"help relationship"
"relationship wesleyan"
"wesleyan institution"
"institution middletown"
"middletown community"
"community polítics"
"polítics voting"
"voting running"
"running school"
"school board"
"board attending"
"attending town"
"town halls"
"halls people"
"people cognizant"
"cognizant needs"
"needs community"
"community try"
"try fill"
"fill communication"
"communication root"
"root reaching"
"reaching groupsassociations"
"groupsassociations exist"
"exist asking"
"asking get"
"get involved"
"involved getting"
"getting campus"
"campus walking"
"walking main"
"main street"
"street community"
"community outreach"
"outreach sports"
"sports teams"
"teams community"
"community outreach"
"outreach sports"
"sports teams"
"teams working"
"working cognitive"
"cognitive development"
"development psychology"
"psychology lab"
"lab work"
"work kids"
"kids community"
"community build"
"build relationships"
"relationships kids"
"kids families"
"families clinic"
"clinic escorts"
"escorts escorting"
"escorting patients"
"patients gynecology"
"gynecology clinics"
"clinics womens"
"womens sports"
"sports teams"
"teams girls"
"girls women"
"women sports"
"sports day"
"day wsa"
"wsa teaches"
"teaches members"
"members interact"
"interact institution"
"institution middletown"
"middletown community"
"community wsa"
"wsa funds"
"funds lot"
"lot groups"
"groups allows"
"allows go"
"go projects"
"projects time"
"time commitments"
"commitments people"
"people sometimes"
"sometimes want"
"want see"
"see direct"
"direct benefit"
"benefit volunteer"
"volunteer time"
"time harder"
"harder indirect"
"indirect benefits"
"benefits visible"
"visible hard"
"hard balance"
"balance building"
"building resume"
"resume civic"
"civic engagement"
"engagement work"
"work costbenefit"
"costbenefit analysis"
"analysis isnt"
"isnt hard"
"hard engaged"
"engaged eagle"
"eagle scout"
"scout taught"
"taught engaged"
"engaged daytoday"
"daytoday basis"
"basis think"
"think civic"
"civic engagement"
"engagement work"
"work remove"
"remove lot"
"lot barriers"
"barriers national"
"national politics"
"politics feel"
"feel peril"
"peril people"
"people can"
"can get"
"get focused"
"focused community"
"community level"
"level opposed"
"opposed national"
"national level"
"level vice"
"vice versa"
"versa puts"
"puts differing"
"differing values"
"values communitylevel"
"communitylevel action"
"action cocurricular"
"cocurricular activities"
"activities pull"
"pull civic"
"civic engagement"
"engagement activities"
"activities classes"
"classes help"
"help ease"
"ease time"
"time restraints"
"restraints also"
"also rewards"
"rewards motivation"
"motivation community"
"community hard"
"hard balance"
"balance engaged"
"engaged middletown"
"middletown ones"
"ones home"
"home community"
"community depends"
"depends view"
"view community"
"community many"
"many wesleyan"
"wesleyan students"
"students view"
"view middletown"
"middletown part"
"part wesleyan"
"wesleyan rather"
"rather wesleyan"
"wesleyan part"
"part middletown"
"middletown community"
"community members"
"members loved"
"loved participate"
"participate protests"
"protests campus"
"campus etc"
"etc many"
"many things"
"things can"
"can joint"
"joint effort"
"effort wesleyan"
"wesleyan students"
"students community"
"community members"
"members way"
"way communicate"
"communicate student"
"student body"
"body emphasis"
"emphasis social"
"social media"
"media wordofmouth"
"wordofmouth real"
"real official"
"official platform"
"platform makes"
"makes hard"
"hard communicate"
"communicate larger"
"larger community"
"community short"
"short time"
"time four"
"four years"
"years wesleyan"
"wesleyan can"
"can hinder"
"hinder students"
"students forming"
"forming real"
"real connections"
"connections trying"
"trying make"
"make something"
"something meaningful"
"meaningful tangible"
"tangible can"
"can hinder"
"hinder people"
"people certain"
"certain types"
"types civic"
"civic engagement"
"engagement theres"
"theres takeaway"
"takeaway thing"
"thing easier"
"easier transportation"
"transportation areas"
"areas middletown"
"middletown make"
"make easier"
"easier people"
"people get"
"get involved"
"involved wsa"
"wsa pushes"
"pushes get"
"get involved"
"involved encourages"
"encourages get"
"get engaged"
"engaged ocs"
"ocs van"
"van drivers"
"drivers transportation"
"transportation resources"
"resources allbritton"
"allbritton center"
"center jccp"
"jccp helps"
"helps expose"
"expose students"
"students ways"
"ways get"
"get involved"
"involved clubs"
"clubs social"
"social pressure"
"pressure club"
"club fulfills"
"fulfills need"
"need community"
"community form"
"form social"
"social capital"
"capital always"
"always good"
"good servicelearning"
"servicelearning courses"
"courses getting"
"getting people"
"people giving"
"giving people"
"people framework"
"framework understanding"
"understanding spaces"
"spaces theyre"
"theyre entering"
"entering students"
"students room"
"room taken"
"taken sl"
"sl courses"
"courses workstudy"
"workstudy jobs"
"jobs ocs"
"ocs improve"
"improve transportation"
"transportation options"
"options making"
"making known"
"known opportunities"
"opportunities students"
"students pursue"
"pursue invest"
"invest freshman"
"freshman orientation"
"orientation trips"
"trips dont"
"dont anymore"
"anymore platform"
"platform students"
"students can"
"can easily"
"easily access"
"access events"
"events going"
"going campus"
"campus expand"
"expand subscriber"
"subscriber list"
"list engage"
"engage newsletter"
"newsletter half"
"half room"
"room subscribe"
"subscribe students"
"students dont"
"dont like"
"like lot"
"lot workdo"
"workdo specific"
"specific project"
"project make"
"make easiermore"
"easiermore visible"
"visible students"
"students get"
"get involved"
"involved small"
"small ways"
"ways class"
"class students"
"students community"
"community members"
"members can"
"can take"
"take civic"
"civic actionsome"
"actionsome related"
"related subject"
"subject can"
"can problematic"
"problematic transient"
"transient group"
"group like"
"like students"
"students help"
"help permanent"
"permanent group"
"group residents"
"residents without"
"without really"
"really knowing"
"knowing need"
"need acknowledging"
"acknowledging students"
"students can"
"can honestly"
"honestly provide"
"provide focusing"
"focusing driving"
"driving people"
"people existing"
"existing programs"
"programs already"
"already great"
"great work"
"work record"
"record existing"
"existing civic"
"civic engagementrelated"
"engagementrelated groups"
"groups get"
"get funding"
"funding making"
"making information"
"information public"
"public accessible"
"accessible make"
"make student"
"student groups"
"groups outwardfacing"
"outwardfacing component"
"component groupprogramming"
"groupprogramming potentially"
"potentially make"
"make requirementincentive"
"requirementincentive order"
"order obtain"
"obtain sbc"
"sbc funding"
"funding make"
"make clear"
"clear almost"
"almost events"
"events wesleyans"
"wesleyans campus"
"campus open"
"open larger"
"larger community"
"community rec"
"rec sports"
"sports issue"
"issue middletown"
"middletown residents"
"residents happened"
"happened courts"
"courts caused"
"caused rec"
"rec basketball"
"basketball get"
"get cancelled"
"cancelled gives"
"gives students"
"students bad"
"bad impression"
"impression middletown"
"middletown residents"
"residents rec"
"rec sports"
"sports issue"
"issue middletown"
"middletown residents"
"residents happened"
"happened courts"
"courts caused"
"caused rec"
"rec basketball"
"basketball get"
"get cancelled"
"cancelled gives"
"gives students"
"students bad"
"bad impression"
"impression middletown"
"middletown residents"
"residents wesleyan"
"wesleyan whole"
"whole working"
"working harder"
"harder engaged"
"engaged community"
"community large"
"large moving"
"moving right"
"right direction"
"direction lived"
"lived middletown"
"middletown whole"
"whole life"
"life start"
"start initiative"
"initiative whole"
"whole community"
"community just"
"just wesleyan"
"wesleyan community"
"community engagement"
"engagement concentric"
"concentric circles"
"circles wesleyan"
"wesleyan smaller"
"smaller circle"
"circle fit"
"fit middletown"
"middletown larger"
"larger circle"
"circle long"
"long lane"
"lane farm"
"farm used"
"used still"
"still summer"
"summer program"
"program middletown"
"middletown folks"
"folks can"
"can come"
"come saturdays"
"saturdays work"
"work farm"
"farm combination"
"combination crafts"
"crafts farm"
"farm tours"
"tours education"
"education helping"
"helping harvest"
"harvest feeding"
"feeding chickens"
"chickens going"
"going home"
"home bundle"
"bundle veggies"
"veggies structural"
"structural barriers"
"barriers managing"
"managing tasks"
"tasks knowing"
"knowing great"
"great list"
"list opportunities"
"opportunities share"
"share great"
"great list"
"list send"
"send things"
"things communication"
"communication navigating"
"navigating roles"
"roles wesleyan"
"wesleyan employee"
"employee middletown"
"middletown resident"
"resident amount"
"amount staff"
"staff available"
"available work"
"work cant"
